secteur,taille,localisation,anciennete_annees,nb_employes,chiffre_affaires,nb_transactions_mois,montant_moyen_transaction,pct_cash,pct_mobile_money,pct_banque,diversification_paiement,pct_transactions_usd,charges_exploitation,resultat_net,marge_nette,solde_caisse_moyen,entrees_tresorerie_mois,sorties_tresorerie_mois,flux_tresorerie_net,remboursements_dettes_mois,variabilite_ca,ratio_liquidite,ratio_endettement,couverture_dette,nb_retards_paiement_12m,jours_retard_moyen,nb_factures_impayees,taux_recouvrement_creances,delai_paiement_fournisseurs,delai_recouvrement_jours,creances_sur_ca,regularite_paiement_mobile,regularite_paiement_fournisseurs,pct_activite_informelle,ecart_taux_change,appartenance_association,score_reseau_communautaire,pct_clients_recurrents,score_reputation_terrain,part_credit_informel,exposition_zones_instables,diversification_activites,stock_securite_jours,score_debrouillardise,usage_whatsapp_business,social_media_abonnes,social_media_sentiment,social_media_freq_publication,conso_energie_kwh,tendance_energie,conso_eau_m3,trafic_web_mensuel,nb_avis_en_ligne,note_avis_moyenne,regularite_paiement_energie,regularite_paiement_eau,regularite_paiement_loyer,default
Commerce,Petite,Kolwezi,3.4,13,15872074.0,91,14535.0,0.6268,0.3677,0.0055,0.4719,0.1203,12085727.0,3786347.0,0.2386,1040436.0,1511311.0,1492739.0,18572.0,171404.0,0.8017,0.4,0.78,2.4,1,28.0,1,0.7055,80.0,43.0,1.5371,0.8268,0.3442,0.829,0.0109,0,0.3163,0.6727,0.8347,0.1022,0.1024,0.1314,4.0,0.8824,0,1642.0,0.0454,11,363.0,-0.0098,21.0,17.0,14,1.3,0.5354,0.5468,0.2001,0
TIC,Micro,Kisangani,10.2,15,5165889.0,96,4484.0,0.8857,0.1098,0.0045,0.2035,0.7503,3862572.0,1303317.0,0.2523,443367.0,512154.0,410423.0,101731.0,148449.0,0.253,0.93,1.06,0.71,1,28.0,6,0.8035,53.0,55.0,1.5054,0.6915,0.5357,0.5642,0.0488,0,0.6943,0.5435,0.7047,0.1678,0.0921,0.3974,18.0,0.6038,1,45.0,0.2337,9,51.0,-0.121,69.0,559.0,9,3.5,0.8442,0.788,0.4025,1
Services,Petite,Lubumbashi,7.5,2,11108405.0,92,10062.0,0.7519,0.2346,0.0135,0.3794,0.3726,8464867.0,2643538.0,0.238,519466.0,847065.0,659022.0,188043.0,78023.0,0.3316,0.8,2.41,0.45,3,6.0,1,0.7379,54.0,96.0,0.979,0.5598,0.5445,0.7068,0.0055,1,0.841,0.7222,0.9637,0.1454,0.2766,0.4902,30.0,0.7658,0,28.0,0.0477,12,207.0,0.0271,13.0,61.0,12,2.9,0.4803,0.4648,0.6752,0
TIC,Micro,Matadi,0.5,29,15779118.0,71,18520.0,0.8171,0.163,0.0199,0.3054,0.3342,13453425.0,2325693.0,0.1474,680780.0,1067313.0,1107548.0,-40235.0,183232.0,0.2719,1.02,1.48,0.82,1,7.0,4,0.7609,29.0,42.0,0.7217,0.7728,0.6188,0.5407,0.0772,0,0.4093,0.3992,0.6808,0.0122,0.3532,0.354,10.0,0.8754,0,32.0,-0.3159,3,213.0,-0.0869,33.0,17552.0,14,3.9,0.4225,0.7507,0.4585,0
Transport,Micro,Lubumbashi,11.1,2,13231504.0,66,16706.0,0.9327,0.0652,0.0021,0.1258,0.2911,7485744.0,5745760.0,0.4342,809893.0,976627.0,951025.0,25602.0,144929.0,0.4997,1.82,1.65,2.1,0,5.0,2,0.8943,19.0,41.0,0.8079,0.6089,0.5422,0.9226,0.0182,0,0.3296,0.4524,0.9604,0.6078,0.1996,0.4391,27.0,0.7096,0,142.0,0.3628,7,2164.0,0.061,17.0,41.0,4,2.5,0.8483,0.8751,0.7431,0
Manufacture,Micro,Goma,3.2,2,73346418.0,78,78362.0,0.8543,0.0909,0.0548,0.2589,0.4955,60968589.0,12377829.0,0.1688,2426916.0,6453864.0,6442323.0,11541.0,913540.0,0.5046,0.82,1.72,1.74,3,29.0,3,0.6229,44.0,90.0,1.4239,0.635,0.2324,0.8906,0.0167,0,0.566,0.7678,0.8213,0.3135,0.2123,0.6163,5.0,0.7916,0,2623.0,-0.2194,11,747.0,0.2078,46.0,624.0,6,4.0,0.653,0.4028,0.7327,0
Transport,Petite,Lubumbashi,6.8,5,9858044.0,93,8833.0,0.7527,0.2419,0.0054,0.3749,0.4223,6050225.0,3807819.0,0.3863,829114.0,923072.0,941616.0,-18544.0,72087.0,0.3995,0.83,1.02,2.05,2,7.0,7,0.4626,21.0,63.0,0.9319,0.4574,0.8095,0.3175,0.0067,0,0.6779,0.7629,0.7318,0.3132,0.1065,0.5497,11.0,0.8269,0,118.0,-0.0251,11,429.0,0.1928,25.0,11.0,8,3.2,0.4271,0.7923,0.7533,0
Commerce,Micro,Lubumbashi,0.8,34,4787392.0,85,4694.0,0.871,0.1035,0.0255,0.23,0.2523,3992109.0,795283.0,0.1661,491244.0,438590.0,390380.0,48210.0,69382.0,0.1493,0.51,5.09,0.9,4,0.0,1,0.6222,71.0,79.0,1.039,0.6542,0.8292,0.8082,0.165,0,0.6942,0.8905,0.5036,0.0521,0.1276,0.2879,12.0,0.4921,1,781.0,0.153,3,1016.0,-0.1228,8.0,99.0,10,4.3,0.4977,0.4222,0.5454,0
Commerce,Micro,Mbuji-Mayi,5.6,5,5160101.0,67,6418.0,0.8862,0.0558,0.058,0.2082,0.4525,4365555.0,794546.0,0.154,497885.0,482119.0,488012.0,-5893.0,11404.0,0.5046,1.27,2.47,1.5,2,1.0,5,0.9496,49.0,52.0,0.3292,0.2749,0.7092,0.7853,0.0437,1,0.2107,0.9333,0.6836,0.3905,0.6566,0.255,4.0,0.7375,1,180.0,0.2931,12,960.0,0.0251,10.0,10498.0,10,2.8,0.7855,0.3806,0.5539,1
Commerce,Petite,Goma,1.3,7,32156344.0,92,29127.0,0.7942,0.1802,0.0256,0.3361,0.4135,25135908.0,7020436.0,0.2183,1814555.0,3134835.0,2473976.0,660859.0,596543.0,0.408,0.98,0.41,2.17,2,2.0,4,0.7423,41.0,26.0,1.8325,0.8401,0.6457,0.5904,0.0619,1,0.8402,0.6142,0.5836,0.7118,0.0517,0.1576,10.0,0.6562,0,29.0,0.3547,9,288.0,0.0498,13.0,65.0,4,3.8,0.6212,0.4456,0.6348,0
Agriculture,Micro,Lubumbashi,2.9,23,2720249.0,96,2361.0,0.7285,0.2678,0.0036,0.3976,0.2939,1938107.0,782142.0,0.2875,358767.0,201696.0,171780.0,29916.0,74929.0,0.5792,1.03,5.26,0.92,0,1.0,6,0.7942,28.0,79.0,1.309,0.6277,0.5137,0.736,0.0384,0,0.7197,0.6702,0.7473,0.3081,0.2651,0.3574,39.0,0.6104,0,12.0,0.2927,10,317.0,-0.0456,45.0,569.0,9,2.3,0.9356,0.4934,0.6426,0
Agriculture,Moyenne,Kinshasa,0.5,5,11508272.0,79,12140.0,0.6401,0.2199,0.1401,0.5223,0.4112,9448552.0,2059720.0,0.179,394299.0,786417.0,670371.0,116046.0,341598.0,0.3877,1.89,0.59,2.83,3,13.0,3,0.7063,54.0,89.0,0.7588,0.5712,0.6907,0.6842,0.0895,0,0.8286,0.8776,0.8822,0.2773,0.0983,0.8074,8.0,0.8645,0,1280.0,0.3239,10,1145.0,0.0919,159.0,355.0,20,2.9,0.7455,0.5977,0.224,0
Commerce,Moyenne,Kinshasa,0.8,2,72059325.0,79,76012.0,0.723,0.231,0.046,0.4218,0.2717,40140706.0,31918619.0,0.4429,1455823.0,5592689.0,4254519.0,1338170.0,292700.0,0.0942,1.14,1.95,2.13,0,1.0,0,0.5468,39.0,99.0,1.3262,0.4808,0.3719,0.7101,0.1069,1,0.3513,0.8994,0.4305,0.3564,0.503,0.4856,1.0,0.4419,0,21.0,0.2187,15,80.0,-0.0686,7.0,5838.0,16,3.8,0.7848,0.6931,0.6517,0
Construction,Petite,Goma,0.5,5,20813620.0,77,22526.0,0.9057,0.0912,0.003,0.1714,0.4297,16443445.0,4370175.0,0.21,780126.0,1979927.0,1596188.0,383739.0,302057.0,0.4777,0.5,0.95,1.26,2,16.0,1,0.728,65.0,85.0,0.5518,0.7894,0.6871,0.3373,0.1055,0,0.8993,0.5202,0.4962,0.1833,0.4103,0.6479,0.0,0.8069,0,4.0,0.1187,4,500.0,0.0082,16.0,2547.0,10,3.3,0.6895,0.7266,0.6585,0
Agriculture,Micro,Kinshasa,1.4,22,13396091.0,86,12981.0,0.8035,0.1492,0.0474,0.3299,0.4161,8519384.0,4876707.0,0.364,1528662.0,1218072.0,1179829.0,38243.0,237534.0,0.5454,0.69,8.0,2.71,1,4.0,5,0.4585,33.0,68.0,1.0228,0.8288,0.4434,0.9236,0.0557,1,0.8843,0.5192,0.3354,0.495,0.4191,0.5281,0.0,0.5515,0,1057.0,0.5227,8,115.0,-0.09,5.0,32.0,6,3.2,0.2622,0.6739,0.6967,0
Commerce,Petite,Kinshasa,0.5,7,14032793.0,80,14617.0,0.7567,0.2301,0.0132,0.3743,0.5966,11147139.0,2885654.0,0.2056,1719347.0,950965.0,845213.0,105752.0,188380.0,0.1387,3.36,1.6,1.14,1,22.0,2,0.9045,18.0,76.0,0.8164,0.7676,0.7037,0.7436,0.0596,1,0.6334,0.5354,0.6809,0.3557,0.3642,0.5677,0.0,0.7462,1,4.0,0.1793,9,286.0,-0.12,11.0,439.0,12,4.5,0.9463,0.4866,0.3038,0
Manufacture,Micro,Bukavu,5.9,34,4258904.0,84,4225.0,0.9726,0.0266,0.0008,0.0533,0.4744,2559489.0,1699415.0,0.399,509504.0,305884.0,284167.0,21717.0,69525.0,0.2435,1.57,0.86,0.47,2,14.0,3,0.9201,49.0,59.0,0.3753,0.6611,0.477,0.2994,0.0146,1,0.7262,0.589,0.873,0.7171,0.3245,0.372,0.0,0.6805,0,1444.0,0.3676,6,1225.0,-0.0423,119.0,291.0,9,4.4,0.8375,0.4091,0.586,0
Commerce,Micro,Bukavu,0.5,13,5237937.0,68,6419.0,0.8864,0.1125,0.0011,0.2016,0.52,3228861.0,2009076.0,0.3836,325608.0,511521.0,478061.0,33460.0,28898.0,0.3249,0.74,2.29,1.51,2,35.0,2,0.6643,46.0,90.0,0.4747,0.9561,0.5509,0.6451,0.0492,0,0.4742,0.6117,0.8849,0.155,0.388,0.5282,4.0,0.7844,0,28125.0,0.1331,13,94.0,-0.1154,32.0,24.0,4,2.9,0.7785,0.5936,0.3859,0
Construction,Micro,Mbuji-Mayi,4.8,4,11591493.0,82,11780.0,0.8286,0.1018,0.0696,0.2982,0.5996,8313031.0,3278462.0,0.2828,1550161.0,964482.0,784376.0,180106.0,256899.0,0.4028,0.59,0.72,1.11,1,9.0,1,0.9195,64.0,109.0,0.9413,0.6913,0.5737,0.692,0.0103,0,0.6481,0.9896,0.7113,0.5223,0.1825,0.2285,1.0,0.508,0,8.0,0.7479,7,250.0,0.005,15.0,336.0,13,3.5,0.4658,0.7514,0.5439,0
Commerce,Moyenne,Goma,0.8,7,20287746.0,88,19212.0,0.7928,0.1999,0.0073,0.3315,0.3661,15136292.0,5151454.0,0.2539,2751722.0,1785390.0,1835298.0,-49908.0,429746.0,0.5943,0.43,1.07,1.6,1,7.0,1,0.9819,44.0,57.0,0.6929,0.3117,0.187,0.7028,0.0449,1,0.6072,0.4749,0.5644,0.6535,0.4414,0.4765,3.0,0.6885,0,18.0,0.2657,7,88.0,-0.0737,14.0,168.0,17,5.0,0.8679,0.6112,0.6527,0
Mines,Micro,Matadi,14.5,3,45707823.0,77,49467.0,0.8941,0.1006,0.0053,0.1904,0.3378,32179983.0,13527840.0,0.296,5787210.0,3190802.0,2527010.0,663792.0,364497.0,0.0874,1.4,5.43,2.41,0,6.0,1,0.6051,55.0,61.0,0.4897,0.7939,0.9519,0.8094,0.0356,1,0.5591,0.8523,0.8216,0.8016,0.3258,0.4136,1.0,0.914,0,115.0,0.3374,8,189.0,0.0325,8.0,932.0,9,4.0,0.6657,0.8994,0.7282,0
Services,Petite,Matadi,13.5,4,16371830.0,74,18437.0,0.8188,0.1634,0.0178,0.3026,0.559,12706225.0,3665605.0,0.2239,1896098.0,1406227.0,1056020.0,350207.0,142682.0,0.3628,0.87,0.87,1.44,1,3.0,3,0.879,45.0,53.0,0.6529,0.8144,0.1541,0.5882,0.0342,0,0.7578,0.4429,0.638,0.7411,0.098,0.6257,15.0,0.6789,0,84.0,0.6773,7,237.0,0.0236,55.0,1168.0,5,3.2,0.4552,0.1381,0.5765,0
Commerce,Petite,Kisangani,1.3,200,74278271.0,64,96716.0,0.6821,0.2723,0.0456,0.4585,0.6412,42322295.0,31955976.0,0.4302,9607092.0,7046876.0,5842429.0,1204447.0,3652376.0,0.464,0.75,4.4,1.06,3,6.0,5,0.9144,55.0,85.0,0.6484,0.7798,0.6448,0.8866,0.0545,0,0.674,0.5122,0.6268,0.322,0.1615,0.4597,5.0,0.8576,0,3.0,0.4239,4,236.0,0.1293,13.0,2425.0,8,3.7,0.7158,0.0799,0.7242,0
Commerce,Micro,Bukavu,4.8,16,100557234.0,76,110260.0,0.7159,0.2672,0.0169,0.4158,0.1514,62499049.0,38058185.0,0.3785,10616897.0,9728700.0,8775233.0,953467.0,1915189.0,0.3123,1.09,0.92,1.52,3,0.0,4,0.8568,30.0,48.0,0.5733,0.7136,0.7004,0.463,0.0073,1,0.8418,0.6338,0.7632,0.5071,0.1844,0.4063,24.0,0.3955,0,106.0,0.3227,12,335.0,-0.0769,41.0,160.0,14,5.0,0.7337,0.5121,0.5636,0
Construction,Micro,Lubumbashi,0.5,14,38046538.0,71,44656.0,0.8406,0.1355,0.0239,0.2745,0.499,20977197.0,17069341.0,0.4486,5529607.0,3107856.0,2487359.0,620497.0,583799.0,0.3358,1.47,1.87,2.23,2,36.0,1,0.7234,36.0,50.0,0.4711,0.7201,0.5343,0.541,0.0874,0,0.5265,0.4691,0.5644,0.3745,0.3741,0.5227,40.0,0.4833,0,395.0,0.0348,14,500.0,-0.1598,54.0,404.0,9,4.1,0.648,0.6829,0.5919,0
Services,Moyenne,Kolwezi,13.4,4,63718002.0,63,84283.0,0.6747,0.1453,0.1799,0.4913,0.3802,48390210.0,15327792.0,0.2406,6493344.0,5494345.0,5395546.0,98799.0,367854.0,0.2265,0.6,1.43,0.73,1,55.0,3,0.7733,52.0,47.0,1.4914,0.5589,0.6583,0.5016,0.0138,0,0.388,0.646,0.567,0.3929,0.1552,0.537,1.0,0.6353,0,147.0,0.0725,7,364.0,0.0892,59.0,58.0,9,4.7,0.8788,0.571,0.5622,0
Services,Petite,Kinshasa,3.7,25,4462161.0,83,4480.0,0.9176,0.0816,0.0008,0.1514,0.6234,3594458.0,867703.0,0.1945,185039.0,406027.0,330070.0,75957.0,36896.0,0.4871,4.95,1.16,0.07,1,35.0,1,0.5316,56.0,78.0,0.8375,0.8559,0.8873,0.3806,0.0335,1,0.4563,0.7432,0.6492,0.3338,0.3552,0.4884,1.0,0.5138,1,252.0,0.51,10,1018.0,-0.0286,33.0,3271.0,16,2.8,0.8317,0.6278,0.5219,0
Services,Petite,Kinshasa,0.5,17,3689352.0,89,3454.0,0.813,0.1239,0.0631,0.3197,0.4818,2689307.0,1000045.0,0.2711,161375.0,295023.0,305736.0,-10713.0,145184.0,0.533,0.55,5.05,1.0,4,1.0,2,0.9365,40.0,49.0,0.4668,0.6164,0.757,0.5961,0.0113,0,0.6829,0.8437,0.9207,0.7101,0.3721,0.5072,17.0,0.4768,0,39.0,0.0151,12,722.0,-0.0325,21.0,1649.0,8,4.3,0.4591,0.5656,0.5195,0
Commerce,Micro,Lubumbashi,2.1,33,27277372.0,69,32944.0,0.6908,0.3046,0.0046,0.43,0.218,19657543.0,7619829.0,0.2793,2072619.0,2084187.0,2006942.0,77245.0,103752.0,0.1251,1.21,0.52,1.11,3,2.0,1,0.4014,27.0,85.0,1.5006,0.2717,0.7064,0.9921,0.0129,1,0.4848,0.659,0.7651,0.4685,0.2268,0.321,2.0,0.5146,1,5585.0,0.1578,9,1794.0,0.0382,41.0,133.0,9,3.7,0.5291,0.4697,0.716,0
Agriculture,Micro,Kinshasa,0.5,32,2930103.0,58,4210.0,0.8437,0.1432,0.0131,0.2675,0.1285,2073106.0,856997.0,0.2925,332655.0,204034.0,205385.0,-1351.0,7907.0,0.2965,0.84,1.15,1.42,5,26.0,3,0.8456,40.0,61.0,0.4038,0.7043,0.6615,0.9183,0.0042,0,0.5067,0.5093,0.5732,0.4899,0.3089,0.6079,31.0,0.4204,0,113.0,0.0089,10,4609.0,-0.0418,16.0,26.0,5,2.7,0.603,0.9048,0.8407,0
Commerce,Micro,Kolwezi,2.5,2,10340242.0,80,10771.0,0.7776,0.1936,0.0288,0.357,0.5999,6972510.0,3367732.0,0.3257,395524.0,756708.0,691984.0,64724.0,387530.0,0.0852,1.01,0.64,1.13,3,10.0,5,0.6287,64.0,78.0,0.6862,0.6201,0.7302,0.8472,0.0362,0,0.315,0.5783,0.9324,0.3533,0.035,0.2053,17.0,0.6361,0,216.0,0.2361,8,703.0,-0.0771,7.0,6767.0,9,2.3,0.7523,0.9007,0.3917,0
Construction,Micro,Goma,5.5,3,36963086.0,89,34610.0,0.8642,0.0998,0.0361,0.2419,0.8612,28375305.0,8587781.0,0.2323,1675092.0,3674967.0,3366343.0,308624.0,625734.0,0.402,2.31,0.59,1.05,3,1.0,3,0.6357,50.0,46.0,0.9441,0.929,0.7658,0.9608,0.0297,0,0.5792,0.6656,0.5254,0.0645,0.8267,0.253,9.0,0.4067,0,136.0,-0.2776,4,556.0,0.1263,5.0,487.0,9,3.6,0.6391,0.6856,0.5864,0
Manufacture,Micro,Goma,3.2,3,79880914.0,83,80202.0,0.7023,0.286,0.0117,0.4248,0.8001,44115894.0,35765020.0,0.4477,2399024.0,7645038.0,7969461.0,-324423.0,1101604.0,0.3881,1.7,0.76,0.68,3,6.0,2,0.7129,50.0,76.0,0.8385,0.2813,0.5135,0.6447,0.1343,0,0.4227,0.4674,0.7151,0.5054,0.083,0.4492,4.0,0.7133,0,1071.0,0.3144,9,172.0,0.0258,21.0,2511.0,12,3.9,0.8794,0.796,0.6033,0
Agriculture,Petite,Bukavu,2.4,3,10798753.0,73,12327.0,0.7415,0.2485,0.0099,0.3883,0.3601,8318546.0,2480207.0,0.2297,451134.0,844618.0,663141.0,181477.0,48235.0,0.4341,0.41,2.26,0.77,1,7.0,2,0.4995,49.0,69.0,0.9266,0.1536,0.8766,0.604,0.0144,0,0.6446,0.4912,0.9303,0.4733,0.345,0.2125,9.0,0.821,1,397.0,0.3948,7,1024.0,0.0063,14.0,1485.0,10,2.1,0.9178,0.3906,0.7507,0
Commerce,Micro,Lubumbashi,0.6,9,6716427.0,86,6508.0,0.8452,0.1427,0.0121,0.2651,0.7471,4911414.0,1805013.0,0.2687,326524.0,633644.0,585650.0,47994.0,110697.0,0.5479,0.95,0.42,2.45,4,15.0,2,0.7796,77.0,51.0,1.2337,0.8682,0.6699,0.8242,0.0074,0,0.4713,0.5623,0.6993,0.3378,0.1717,0.5587,27.0,0.8349,0,9653.0,-0.0389,7,560.0,0.2088,29.0,54.0,6,4.1,0.7758,0.7072,0.5486,0
Agriculture,Micro,Kinshasa,1.4,4,21521305.0,80,22418.0,0.8299,0.1481,0.022,0.2888,0.6919,16817593.0,4703712.0,0.2186,1993101.0,1983392.0,1528048.0,455344.0,552813.0,0.2635,0.6,1.83,1.11,0,1.0,2,0.7149,28.0,61.0,0.6989,0.8845,0.7353,0.6853,0.0124,1,0.4209,0.6443,0.8264,0.8061,0.1362,0.238,13.0,0.7024,0,285.0,0.2421,6,2835.0,0.0181,70.0,1606.0,7,3.0,0.7301,0.8539,0.6504,0
Agriculture,Petite,Goma,0.5,38,4039970.0,69,4879.0,0.6861,0.2946,0.0193,0.4421,0.4538,3499177.0,540793.0,0.1339,284806.0,399623.0,418430.0,-18807.0,12870.0,0.3157,0.7,0.86,0.16,2,35.0,4,0.4139,30.0,64.0,1.8493,0.8388,0.387,0.8495,0.0255,0,0.5948,0.6688,0.638,0.5521,0.3991,0.8388,8.0,0.746,0,399.0,0.6244,8,73.0,0.0187,14.0,840.0,12,2.9,0.8063,0.695,0.6142,1
Services,Petite,Bukavu,8.2,33,11900198.0,76,13048.0,0.8175,0.1588,0.0237,0.3059,0.7329,10194042.0,1706156.0,0.1434,383136.0,808981.0,759818.0,49163.0,165208.0,0.2486,0.49,3.29,0.97,2,1.0,2,0.8134,52.0,28.0,0.6041,0.594,0.6246,0.8455,0.0109,1,0.6608,0.8201,0.7128,0.3949,0.2143,0.1494,0.0,0.9729,0,66.0,0.0751,9,819.0,0.0813,9.0,868.0,8,3.7,0.254,0.748,0.6097,0
Manufacture,Micro,Lubumbashi,0.7,7,14510745.0,67,18048.0,0.7873,0.2065,0.0063,0.3375,0.2822,12314228.0,2196517.0,0.1514,589055.0,1247443.0,966588.0,280855.0,450690.0,0.131,0.48,1.09,2.31,2,7.0,3,0.7224,59.0,72.0,0.6701,0.826,0.8885,0.8869,0.0148,1,0.7963,0.4634,0.8325,0.3692,0.0906,0.2575,4.0,0.3595,0,108.0,-0.0096,10,141.0,-0.0662,21.0,158.0,12,2.8,0.4043,0.8947,0.5765,0
Transport,Petite,Mbuji-Mayi,4.5,35,14166906.0,86,13728.0,0.8307,0.0879,0.0813,0.2956,0.3933,9948722.0,4218184.0,0.2977,1240845.0,1275391.0,1065988.0,209403.0,166652.0,0.2591,1.25,1.26,1.1,0,1.0,4,0.4521,61.0,59.0,0.348,0.7235,0.7436,0.687,0.0094,1,0.7091,0.5656,0.8049,0.6386,0.2193,0.5817,2.0,0.4836,1,122.0,0.2331,7,720.0,-0.192,5.0,853.0,8,3.8,0.8686,0.2952,0.6684,0
Agriculture,Micro,Kinshasa,2.1,24,16292316.0,93,14599.0,0.8738,0.1109,0.0153,0.2239,0.4413,11311464.0,4980852.0,0.3057,605195.0,1536595.0,1563195.0,-26600.0,279299.0,0.4187,1.35,1.51,1.44,2,14.0,3,0.5483,32.0,36.0,1.4035,0.2988,0.4885,0.6648,0.0615,1,0.6909,0.4265,0.5033,0.5278,0.4603,0.3257,10.0,0.5579,0,154.0,0.1546,16,409.0,0.109,27.0,93.0,11,3.5,0.6656,0.7603,0.1952,0
Commerce,Micro,Kinshasa,1.3,5,5382062.0,81,5537.0,0.9078,0.0885,0.0037,0.1681,0.6016,3372088.0,2009974.0,0.3735,617625.0,502806.0,389400.0,113406.0,63482.0,0.398,0.86,1.09,1.68,1,34.0,4,0.79,59.0,38.0,0.2652,0.877,0.8928,0.7424,0.0998,0,0.674,0.5496,0.9215,0.5735,0.0135,0.6228,13.0,0.8159,0,11.0,0.4168,13,761.0,0.0744,72.0,179.0,10,3.1,0.4213,0.7541,0.3853,0
Services,Micro,Kinshasa,5.1,1,6123280.0,75,6804.0,0.7968,0.193,0.0101,0.3278,0.3224,3439579.0,2683701.0,0.4383,198323.0,464686.0,386731.0,77955.0,60816.0,0.3756,0.8,0.6,1.36,2,31.0,2,0.3074,33.0,50.0,1.209,0.7096,0.4657,0.6272,0.014,0,0.4723,0.9532,0.694,0.5098,0.5591,0.2977,4.0,0.5959,0,80.0,0.317,10,376.0,0.1079,21.0,136.0,13,4.4,0.7383,0.7365,0.5714,0
Services,Petite,Lubumbashi,3.1,6,5977186.0,72,6918.0,0.7863,0.1149,0.0988,0.3588,0.449,4404644.0,1572542.0,0.2631,267320.0,538656.0,485589.0,53067.0,132204.0,0.5319,1.27,1.61,0.77,0,9.0,3,0.7051,25.0,69.0,0.7383,0.5623,0.535,0.5065,0.1198,0,0.3661,0.82,0.4341,0.1736,0.5953,0.1802,1.0,0.7024,1,385.0,0.9234,12,903.0,0.0682,99.0,415.0,8,2.8,0.8876,0.9052,0.7862,0
Manufacture,Micro,Kisangani,2.6,4,2096724.0,76,2299.0,0.854,0.1439,0.0021,0.25,0.5642,1909370.0,187354.0,0.0894,280713.0,196372.0,205164.0,-8792.0,22574.0,0.0958,0.65,1.38,1.21,2,4.0,3,0.8836,45.0,83.0,0.5208,0.4976,0.3774,0.5604,0.0552,1,0.8766,0.7098,0.7458,0.363,0.249,0.8718,47.0,0.3625,1,84.0,0.185,11,166.0,0.1455,28.0,350.0,8,3.0,0.7832,0.2439,0.3266,0
Services,Micro,Kisangani,4.5,8,22080300.0,72,25556.0,0.882,0.1102,0.0078,0.2099,0.6799,18289194.0,3791106.0,0.1717,1973195.0,1851718.0,1504501.0,347217.0,617279.0,0.4789,0.3,2.07,1.15,3,3.0,5,0.8849,66.0,88.0,1.2796,0.7424,0.8894,0.6405,0.2756,1,0.501,0.608,0.9736,0.1383,0.3909,0.6098,4.0,0.4446,0,861.0,-0.071,12,596.0,0.0789,10.0,10.0,9,4.3,0.8563,0.9317,0.2422,0
Agriculture,Micro,Lubumbashi,3.4,7,42865975.0,92,38828.0,0.7311,0.2624,0.0064,0.3966,0.7945,32259538.0,10606437.0,0.2474,6369542.0,3573653.0,3529736.0,43917.0,1005601.0,0.1163,1.8,1.05,1.48,3,2.0,1,0.8036,72.0,25.0,1.1323,0.7646,0.821,0.6546,0.0055,1,0.1903,0.9117,0.762,0.299,0.5331,0.4798,9.0,0.2858,0,331.0,0.3849,6,1755.0,0.034,42.0,2.0,15,3.1,0.7995,0.3799,0.5036,0
Manufacture,Petite,Goma,1.8,7,38094181.0,80,39681.0,0.7865,0.1932,0.0204,0.3437,0.4279,25152721.0,12941460.0,0.3397,1517085.0,3099816.0,2643705.0,456111.0,264610.0,0.3442,1.5,0.59,3.27,1,12.0,2,0.8769,62.0,71.0,0.4728,0.4969,0.7243,0.8605,0.0071,0,0.5531,0.6101,0.7214,0.1848,0.1545,0.3353,1.0,0.3827,0,352.0,0.2692,12,112.0,-0.0272,34.0,1081.0,6,2.8,0.8822,0.8355,0.7304,0
Agriculture,Micro,Mbuji-Mayi,4.1,11,10691972.0,78,11423.0,0.8999,0.0948,0.0053,0.1812,0.4452,6362655.0,4329317.0,0.4049,321492.0,786859.0,592331.0,194528.0,93662.0,0.2938,1.04,0.63,0.98,0,3.0,3,0.809,60.0,18.0,0.3647,0.4798,0.9588,0.7685,0.0089,0,0.6016,0.5539,0.9423,0.5792,0.2403,0.4652,21.0,0.4598,0,85.0,0.0451,12,1642.0,-0.0859,65.0,404.0,6,3.1,0.8586,0.3559,0.3119,0
Commerce,Micro,Kinshasa,5.5,2,5536061.0,76,6070.0,0.8725,0.1193,0.0082,0.2244,0.3528,3585182.0,1950879.0,0.3524,165325.0,522879.0,514854.0,8025.0,166695.0,0.3003,1.48,1.37,2.81,3,9.0,3,0.6327,49.0,44.0,0.825,0.7713,0.6995,0.5074,0.027,0,0.7624,0.819,0.9144,0.2459,0.3684,0.3223,20.0,0.1846,1,3.0,-0.2494,7,747.0,-0.029,72.0,798.0,11,4.9,0.494,0.3117,0.4908,0
Commerce,Micro,Kinshasa,0.5,10,35789946.0,81,36821.0,0.7222,0.251,0.0268,0.4147,0.7187,26759118.0,9030828.0,0.2523,5067658.0,2985181.0,2677573.0,307608.0,563088.0,0.3956,1.38,0.74,0.65,0,54.0,4,0.7781,23.0,101.0,0.8521,0.8972,0.3838,0.6184,0.0401,0,0.512,0.5951,0.7427,0.576,0.2446,0.1483,9.0,0.5397,0,58.0,-0.2391,9,1940.0,0.2105,20.0,1066.0,5,2.3,0.6279,0.6237,0.4496,0
